percentile,value,onefraconeminuspercentile
0.0,4337,1.00000000000000000000
0.05,5037,1.0526315789473684
0.23076923076923078,5244,1.30000000000000002
0.25,5267,1.3333333333333333
0.37500000000000006,6057,1.60000000000000015
0.4736842105263158,6102,1.9000000000000000
0.5,6240,2.0000000000000000
0.5454545454545455,6976,2.2000000000000002
0.6,7032,2.5000000000000000
0.6428571428571428,7052,2.7999999999999996
0.6774193548387096,7066,3.0999999999999993
0.7058823529411764,7080,3.3999999999999992
0.7297297297297297,7116,3.6999999999999996
0.7499999999999999,7236,3.9999999999999984
0.75,7236,4.0000000000000000
0.7674418604651162,7284,4.2999999999999985
0.7826086956521738,7971,4.5999999999999976
0.7959183673469388,7989,4.9000000000000006
0.8076923076923076,8001,5.1999999999999975
0.8181818181818181,8010,5.4999999999999975
0.8275862068965517,8016,5.7999999999999992
0.8360655737704917,8021,6.0999999999999962
0.8437499999999999,8025,6.3999999999999959
0.8507462686567163,8028,6.6999999999999947
0.8571428571428571,8030,6.9999999999999979
0.8630136986301369,8033,7.2999999999999954
0.8684210526315789,8035,7.5999999999999973
0.8734177215189873,8037,7.8999999999999974
0.8780487804878049,8039,8.2000000000000015
0.8823529411764706,8040,8.5000000000000009
0.8863636363636364,8042,8.8000000000000028
0.8901098901098901,8043,9.0999999999999992
0.8936170212765957,8045,9.3999999999999961
0.8969072164948454,8046,9.7000000000000037
0.9,8047,10.0000000000000000
0.9230769230769231,8058,13.0000000000000039
0.9375,8067,16.0000000000000000
0.9473684210526315,8076,18.9999999999999715
0.95,8080,20.0000000000000000
0.9545454545454546,8090,22.0000000000000264
0.96,8176,25.0000000000000000
0.9642857142857143,8198,28.0000000000000112
0.967741935483871,8206,31.0000000000000310
0.9705882352941176,8211,33.9999999999999456
0.972972972972973,8214,37.0000000000000370
0.975,8217,40.0000000000000000
0.9767441860465116,8220,42.9999999999999484
0.9782608695652174,8222,46.0000000000000184
0.9795918367346939,8224,49.0000000000000539
0.9807692307692307,8226,51.9999999999998128
0.9818181818181818,8227,54.9999999999999450
0.9827586206896551,8229,57.9999999999997564
0.9836065573770492,8230,61.0000000000000732
0.984375,8232,64.0000000000000000
0.9850746268656716,8233,66.9999999999998124
0.9857142857142858,8234,70.0000000000004200
0.9863013698630136,8235,72.9999999999994744
0.9868421052631579,8236,76.0000000000000304
0.9873417721518988,8237,79.0000000000004108
0.9878048780487805,8238,82.0000000000000820
0.9882352941176471,8239,85.0000000000002975
0.9886363636363636,8240,87.9999999999997184
0.989010989010989,8241,90.9999999999999090
0.9893617021276596,8242,94.0000000000002256
0.9896907216494846,8243,97.0000000000006014
0.99,8244,100.0000000000000000
0.9923076923076923,8252,129.9999999999998700
0.99375,8260,160.0000000000000000
0.9947368421052631,8270,189.9999999999979100
0.9954545454545455,8282,220.0000000000022000
0.996,8295,250.0000000000000000
0.9964285714285714,8308,279.9999999999977600
0.9967741935483871,8319,310.0000000000003100
0.9970588235294118,8330,340.0000000000040800
0.9972972972972973,8339,370.0000000000003700
0.9975,8347,400.0000000000000000
0.9976744186046511,8354,429.9999999999883900
0.9978260869565218,8361,460.0000000000128800
0.9979591836734694,8367,490.0000000000029400
0.9980769230769231,8373,520.0000000000062400
0.9981818181818182,8379,550.0000000000055000
0.9982758620689656,8386,580.0000000000278400
0.9983606557377049,8393,609.9999999999932900
0.9984375,8402,640.0000000000000000
0.9985074626865672,8419,670.0000000000160800
0.9985714285714286,8523,700.0000000000140000
0.9986301369863013,8740,729.9999999999627700
0.9986842105263158,8901,760.0000000000060800
0.9987341772151899,9091,790.0000000000165900
0.998780487804878,9359,819.9999999999672000
0.9988235294117647,9666,849.9999999999957500
0.9988636363636364,9881,880.0000000000281600
0.9989010989010989,10250,909.9999999999990900
0.9989361702127659,11869,939.9999999999492400
0.9989690721649485,13843,970.0000000000436500
0.999,15709,1000.0000000000000000
0.9992307692307693,29477,1300.0000000001170000
0.999375,38051,1600.0000000000000000
0.9994736842105263,43900,1899.9999999999430000
0.9995454545454545,48157,2199.9999999997800000
